"","Game","Stream time","Total watch time","Average viewers","Peak viewers","Followers","Followers per hour","Views","Views per hour"
"29","The Legend of Zelda: The Wind Waker HD|The_Legend_of_Zelda_The_Wind_Waker_HD|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20The%20Wind%20Waker%20HD-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","570","235620","413","485","51","5.368421","1929","203.052631"
"30","The Legend of Zelda: The Minish Cap|The_Legend_of_Zelda_The_Minish_Cap|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20The%20Minish%20Cap-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","555","218160","393","503","33","3.567567","3376","364.972972"
"31","Mario Kart 64|Mario_Kart_64|https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Kart%2064-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","525","250470","477","764","109","12.457142","3412","389.942857"
"32","The Legend of Zelda|The_Legend_of_Zelda|https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Zelda-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","525","211125","402","511","62","7.085714","1617","184.8"
"33","Super Mario 3D World|Super_Mario_3D_World|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%203D%20World-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","251475","543","675","136","17.548387","12756","1645.935483"
"34","Zelda II: The Adventure of Link|Zelda_II_The_Adventure_of_Link|https://static-cdn.jtvnw.net/ttv-boxart/./Zelda%20II:%20The%20Adventure%20of%20Link-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","264675","569","689","61","7.870967","3126","403.354838"
"35","Super Mario World 2: Yoshi's Island|Super_Mario_World_2_Yoshis_Island|https://static-cdn.jtvnw.net/ttv-boxart/./Super%20Mario%20World%202:%20Yoshi%27s%20Island-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","216060","431","1217","127","16.387096","42287","5456.387096"
"36","Rayman 3: Hoodlum Havoc|Rayman_3_Hoodlum_Havoc|https://static-cdn.jtvnw.net/ttv-boxart/./Rayman%203:%20Hoodlum%20Havoc-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","117315","278","503","12","1.714285","4964","709.142857"
"37","Rayman|Rayman|https://static-cdn.jtvnw.net/ttv-boxart/Rayman-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","164340","409","637","12","1.714285","7738","1105.428571"
"38","Super Mario World|Super_Mario_World|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20World-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","137415","172","542","21","3","1913","273.285714"
"39","Sonic the Hedgehog|Sonic_the_Hedgehog|https://static-cdn.jtvnw.net/ttv-boxart/Sonic%20the%20Hedgehog-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","375","104760","278","360","14","2.24","2211","353.76"
"40","The Legend of Zelda: Oracle of Ages|The_Legend_of_Zelda_Oracle_of_Ages|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Oracle%20of%20Ages-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","300","143925","479","745","60","12","23741","4748.2"
"41","Mario Golf|Mario_Golf|https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Golf-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","300","152880","509","613","21","4.2","1396","279.2"
"42","Bucky O'Hare|Bucky_OHare|https://static-cdn.jtvnw.net/ttv-boxart/Bucky%20O%27Hare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","300","45855","152","179","1","0.2","257","51.4"
"43","Unlisted on Twitch|Unlisted_On_Twitch|https://static-cdn.jtvnw.net/ttv-boxart/404_boxart.png?imenable=1&impolicy=user-profile-picture&imwidth=100","285","104355","390","446","6","1.263157","4669","982.947368"
"44","Paper Mario|Paper_Mario|https://static-cdn.jtvnw.net/ttv-boxart/Paper%20Mario-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","285","87675","251","405","14","2.947368","2272","478.315789"
"45","Mighty No. 9|Mighty_No._9|https://static-cdn.jtvnw.net/ttv-boxart/Mighty%20No.%209-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","270","130080","481","573","18","4","2524","560.888888"
"46","Yoshi's Safari|Yoshis_Safari|https://static-cdn.jtvnw.net/ttv-boxart/Yoshi%27s%20Safari-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","270","165030","611","719","27","6","2649","588.666666"
"47","Super Meat Boy|Super_Meat_Boy|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Meat%20Boy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","255","97695","372","778","21","4.941176","1747","411.058823"
"48","Mega Man Anniversary Collection|Mega_Man_Anniversary_Collection|https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20Anniversary%20Collection-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","255","55980","219","267","5","1.17647","1037","244"
"49","The Legend of Zelda: A Link to the Past|The_Legend_of_Zelda_A_Link_to_the_Past|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20A%20Link%20to%20the%20Past-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","240","200790","836","1270","157","39.25","64515","16128.75"
"50","Rayman Origins|Rayman_Origins|https://static-cdn.jtvnw.net/ttv-boxart/Rayman%20Origins-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","210","78480","373","457","15","4.285714","5509","1574"
