"","Game","Stream time","Total watch time","Average viewers","Peak viewers","Followers","Followers per hour","Views","Views per hour"
"22","The Messenger|The_Messenger|https://static-cdn.jtvnw.net/ttv-boxart/The%20Messenger-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","855","344370","433","603","20","1.403508","7035","493.68421"
"23","Spyro Reignited Trilogy|Spyro_Reignited_Trilogy|https://static-cdn.jtvnw.net/ttv-boxart/Spyro%20Reignited%20Trilogy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","795","657765","792","1582","133","10.037735","7951","600.075471"
"24","Super Meat Boy|Super_Meat_Boy|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Meat%20Boy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","705","306555","420","558","94","8","3543","301.531914"
"25","Talk Shows & Podcasts|Gaming_Talk_Shows|https://static-cdn.jtvnw.net/ttv-boxart/Talk%20Shows%20&%20Podcasts-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","690","315630","457","812","18","1.565217","5333","463.73913"
"26","Pokémon Red/Blue|Pokemon_Red_Blue|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Red/Blue-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","675","605190","837","1132","53","4.711111","7463","663.377777"
"27","Metroid: Other M|Metroid_Other_M|https://static-cdn.jtvnw.net/ttv-boxart/./Metroid:%20Other%20M-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","675","358455","449","1115","90","8","2981","264.977777"
"28","Super Mario Sunshine|Super_Mario_Sunshine|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20Sunshine-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","645","339870","364","664","57","5.302325","4616","429.395348"
"29","Mario Party 3|Mario_Party_3|https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Party%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","615","856995","1261","1984","81","7.902439","8137","793.853658"
"30","Rayman Legends|Rayman_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Rayman%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","555","211800","354","739","19","2.054054","4126","446.054054"
"31","Pikmin 2|Pikmin_2|https://static-cdn.jtvnw.net/ttv-boxart/Pikmin%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","525","270330","514","590","50","5.714285","4857","555.085714"
"32","Zelda II: The Adventure of Link|Zelda_II_The_Adventure_of_Link|https://static-cdn.jtvnw.net/ttv-boxart/./Zelda%20II:%20The%20Adventure%20of%20Link-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","525","565515","823","1241","49","5.6","5486","626.971428"
"33","Sonic Adventure 2: Battle|Sonic_Adventure_2_Battle|https://static-cdn.jtvnw.net/ttv-boxart/./Sonic%20Adventure%202:%20Battle-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","495","457440","654","1325","5","0.60606","5811","704.363636"
"34","Diddy Kong Racing|Diddy_Kong_Racing|https://static-cdn.jtvnw.net/ttv-boxart/Diddy%20Kong%20Racing-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","495","298935","584","803","56","6.787878","5230","633.939393"
"35","Mega Man X|Mega_Man_X|https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20X-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","495","289170","487","1079","63","7.636363","4596","557.090909"
"36","The Legend of Zelda: Breath of the Wild|The_Legend_of_Zelda_Breath_Of_The_Wild|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Breath%20of%20the%20Wild-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","480","450000","937","2257","144","18","40761","5095.125"
"37","Donkey Kong Country 3: Dixie Kong's Double Trouble!|Donkey_Kong_Country_3_Dixie_Kongs_Double_Trouble_|https://static-cdn.jtvnw.net/ttv-boxart/./Donkey%20Kong%20Country%203:%20Dixie%20Kong%27s%20Double%20Trouble%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","480","362595","738","946","38","4.75","5289","661.125"
"38","Mario Party 2|Mario_Party_2|https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Party%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","379650","810","1085","-5","-0.645161","4515","582.580645"
"39","Mario Kart 8|Mario_Kart_8|https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Kart%208-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","450","263535","602","893","28","3.733333","3849","513.2"
"40","Quest 64|Quest_64|https://static-cdn.jtvnw.net/ttv-boxart/Quest%2064-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","450","479040","1064","1539","36","4.8","6066","808.8"
"41","Resident Evil: Director's Cut|Resident_Evil_Directors_Cut|https://static-cdn.jtvnw.net/ttv-boxart/./Resident%20Evil:%20Director%27s%20Cut-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","405","204135","504","796","8","1.185185","3051","452"
"42","Mario Golf: Toadstool Tour|Mario_Golf_Toadstool_Tour|https://static-cdn.jtvnw.net/ttv-boxart/./Mario%20Golf:%20Toadstool%20Tour-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","390","563115","1443","1740","44","6.76923","6238","959.692307"
"43","Pokémon Stadium|Pokemon_Stadium|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Stadium-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","390","502290","1287","1939","38","5.846153","4703","723.538461"
"44","Sonic Mania|Sonic_Mania|https://static-cdn.jtvnw.net/ttv-boxart/Sonic%20Mania-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","390","121800","286","470","19","2.923076","2552","392.615384"
"45","Super Monkey Ball 2|Super_Monkey_Ball_2|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Monkey%20Ball%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","390","796395","2042","4389","288","44.307692","106477","16381.076923"
"46","Mega Man & Bass|Mega_Man_and_Bass|https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20&%20Bass-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","375","226035","597","782","14","2.24","3572","571.52"
"47","Super Mario All-Stars|Super_Mario_All-Stars|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20All-Stars-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","345","375705","1089","1249","68","11.826086","4983","866.608695"
"48","Donkey Kong Country 2: Diddy's Kong Quest|Donkey_Kong_Country_2_Diddys_Kong_Quest|https://static-cdn.jtvnw.net/ttv-boxart/./Donkey%20Kong%20Country%202:%20Diddy%27s%20Kong%20Quest-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","330","190905","578","678","21","3.818181","2719","494.363636"
"49","GoldenEye 007|GoldenEye_007|https://static-cdn.jtvnw.net/ttv-boxart/GoldenEye%20007-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","330","322650","977","1253","18","3.272727","2929","532.545454"
"50","Banjo-Kazooie: Grunty's Revenge|Banjo-Kazooie_Gruntys_Revenge|https://static-cdn.jtvnw.net/ttv-boxart/./Banjo-Kazooie:%20Grunty%27s%20Revenge-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","315","279075","465","1160","9","1.714285","4037","768.95238"
