"","Game","Stream time","Total watch time","Average viewers","Peak viewers","Followers","Followers per hour","Views","Views per hour"
"11","Paper Mario: The Thousand-Year Door|Paper_Mario_The_Thousand-Year_Door|https://static-cdn.jtvnw.net/ttv-boxart/./Paper%20Mario:%20The%20Thousand-Year%20Door-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","2655","2570535","967","1315","246","5.559322","24185","546.553672"
"12","Phoenix Wright: Ace Attorney − Dual Destinies|Phoenix_Wright_Ace_Attorney_-_Dual_Destinies|https://static-cdn.jtvnw.net/ttv-boxart/./Phoenix%20Wright:%20Ace%20Attorney%20%E2%88%92%20Dual%20Destinies-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","2595","1650570","621","1042","53","1.225433","20008","462.612716"
"13","Super Mario Galaxy 2|Super_Mario_Galaxy_2|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20Galaxy%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","2535","3623955","1280","2628","683","16.16568","171246","4053.159763"
"14","Super Mario Sunshine|Super_Mario_Sunshine|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20Sunshine-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","2400","2574810","1053","1693","231","5.775","37710","942.75"
"15","Mario & Luigi: Paper Jam|Mario_and_Luigi_Paper_Jam|https://static-cdn.jtvnw.net/ttv-boxart/./Mario%20&%20Luigi:%20Paper%20Jam-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1935","1877565","972","1145","91","2.821705","2754","85.395348"
"16","Paper Mario: Color Splash|Paper_Mario_Color_Splash|https://static-cdn.jtvnw.net/ttv-boxart/./Paper%20Mario:%20Color%20Splash-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1935","1843620","902","1315","66","2.046511","18781","582.356589"
"17","Yu-Gi-Oh! Forbidden Memories|Yu-Gi-Oh_Forbidden_Memories|https://static-cdn.jtvnw.net/ttv-boxart/Yu-Gi-Oh%21%20Forbidden%20Memories-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1830","1970385","1045","1474","157","5.14754","19231","630.52459"
"18","Professor Layton vs. Phoenix Wright: Ace Attorney|Professor_Layton_vs._Phoenix_Wright_Ace_Attorney|https://static-cdn.jtvnw.net/ttv-boxart/./Professor%20Layton%20vs.%20Phoenix%20Wright:%20Ace%20Attorney-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1710","1411260","815","1115","11","0.385964","14399","505.22807"
"19","Mario & Luigi: Bowser's Inside Story|Mario_and_Luigi_Bowsers_Inside_Story|https://static-cdn.jtvnw.net/ttv-boxart/./Mario%20&%20Luigi:%20Bowser%27s%20Inside%20Story-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1500","1258065","831","1269","65","2.6","15315","612.6"
"20","The Legend of Zelda: Ocarina of Time|The_Legend_of_Zelda_Ocarina_of_Time|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Ocarina%20of%20Time-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1440","1869390","1259","1783","236","9.833333","37220","1550.833333"
"21","Mario & Luigi: Partners in Time|Mario_and_Luigi_Partners_in_Time|https://static-cdn.jtvnw.net/ttv-boxart/./Mario%20&%20Luigi:%20Partners%20in%20Time-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1275","941070","728","1108","35","1.647058","13798","649.317647"
"22","Paper Mario: Sticker Star|Paper_Mario_Sticker_Star|https://static-cdn.jtvnw.net/ttv-boxart/./Paper%20Mario:%20Sticker%20Star-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1245","1243320","976","1490","-3","-0.144578","18258","879.903614"
"23","Dark Souls III|Dark_Souls_III|https://static-cdn.jtvnw.net/ttv-boxart/Dark%20Souls%20III-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1215","710175","597","1215","17","0.839506","7757","383.061728"
"24","Dark Souls II: Scholar of the First Sin|Dark_Souls_II_Scholar_of_the_First_Sin|https://static-cdn.jtvnw.net/ttv-boxart/./Dark%20Souls%20II:%20Scholar%20of%20the%20First%20Sin-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1155","696015","583","855","-3","-0.155844","1073","55.740259"
"25","Paper Mario|Paper_Mario|https://static-cdn.jtvnw.net/ttv-boxart/Paper%20Mario-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1095","1067430","1138","2238","110","6.027397","55620","3047.671232"
"26","Professor Layton and the Curious Village|Professor_Layton_and_the_Curious_Village|https://static-cdn.jtvnw.net/ttv-boxart/Professor%20Layton%20and%20the%20Curious%20Village-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1020","874560","858","1146","19","1.117647","11207","659.235294"
"27","The Legend of Zelda: Majora's Mask|The_Legend_of_Zelda_Majoras_Mask|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Majora%27s%20Mask-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1005","1015080","756","1266","59","3.522388","9578","571.820895"
"28","The Legend of Zelda: Twilight Princess HD|The_Legend_of_Zelda_Twilight_Princess_HD|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Twilight%20Princess%20HD-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1005","878910","884","1326","97","5.791044","10339","617.253731"
"29","Super Mario All-Stars|Super_Mario_All-Stars|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20All-Stars-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","960","1236465","1178","1779","129","8.0625","12518","782.375"
"30","The Legend of Zelda: The Wind Waker HD|The_Legend_of_Zelda_The_Wind_Waker_HD|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20The%20Wind%20Waker%20HD-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","915","989415","1098","1395","113","7.409836","45728","2998.557377"
"31","Talk Shows & Podcasts|Gaming_Talk_Shows|https://static-cdn.jtvnw.net/ttv-boxart/Talk%20Shows%20&%20Podcasts-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","885","471255","838","2475","39","2.644067","13527","917.084745"
"32","The Legend of Zelda: Spirit Tracks|The_Legend_of_Zelda_Spirit_Tracks|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Spirit%20Tracks-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","840","735780","875","1177","39","2.785714","10429","744.928571"
"33","The Legend of Zelda: Oracle of Ages|The_Legend_of_Zelda_Oracle_of_Ages|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Oracle%20of%20Ages-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","810","900810","1112","1777","81","6","66605","4933.703703"
"34","The Legend of Zelda: Oracle of Seasons|The_Legend_of_Zelda_Oracle_of_Seasons|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Oracle%20of%20Seasons-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","810","906435","1119","1813","98","7.259259","87264","6464"
"35","The Legend of Zelda: Link's Awakening DX|The_Legend_of_Zelda_Links_Awakening_DX|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Link%27s%20Awakening%20DX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","780","438330","557","1498","30","2.307692","32304","2484.923076"
"36","Lifeline|Lifeline|https://static-cdn.jtvnw.net/ttv-boxart/Lifeline-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","675","646755","967","1652","24","2.133333","5991","532.533333"
"37","The Legend of Zelda|The_Legend_of_Zelda|https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Zelda-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","630","741660","1177","2276","70","6.666666","6081","579.142857"
"38","The Legend of Zelda: The Minish Cap|The_Legend_of_Zelda_The_Minish_Cap|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20The%20Minish%20Cap-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","615","572625","931","1120","14","1.365853","8835","861.951219"
"39","Final Fantasy: Mystic Quest|Final_Fantasy_Mystic_Quest|https://static-cdn.jtvnw.net/ttv-boxart/./Final%20Fantasy:%20Mystic%20Quest-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","615","186660","288","428","-3","-0.292682","424","41.365853"
"40","12HourChallenge|12HourChallenge|https://static-cdn.jtvnw.net/ttv-boxart/12HourChallenge-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","600","255045","385","619","-8","-0.8","1398","139.8"
"41","The Lord of the Rings Online|The_Lord_of_the_Rings_Online|https://static-cdn.jtvnw.net/ttv-boxart/The%20Lord%20of%20the%20Rings%20Online-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","585","327525","530","860","22","2.25641","8196","840.615384"
"42","Bingo|Bingo|https://static-cdn.jtvnw.net/ttv-boxart/Bingo-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","540","226770","376","764","58","6.444444","791","87.888888"
"43","The Lord of the Rings: War in the North|The_Lord_of_the_Rings_War_in_the_North|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Lord%20of%20the%20Rings:%20War%20in%20the%20North-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","510","141510","267","360","-13","-1.529411","2965","348.823529"
"44","The Walking Dead: Season Two|The_Walking_Dead_Season_Two|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Walking%20Dead:%20Season%20Two-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","510","278655","546","648","1","0.117647","2805","330"
"45","Zelda II: The Adventure of Link|Zelda_II_The_Adventure_of_Link|https://static-cdn.jtvnw.net/ttv-boxart/./Zelda%20II:%20The%20Adventure%20of%20Link-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","510","700410","1373","1669","54","6.352941","7521","884.823529"
"46","The Legend of Zelda: A Link to the Past|The_Legend_of_Zelda_A_Link_to_the_Past|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20A%20Link%20to%20the%20Past-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","480","794925","1656","2532","179","22.375","132111","16513.875"
"47","Eternal Darkness: Sanity's Requiem|Eternal_Darkness_Sanitys_Requiem|https://static-cdn.jtvnw.net/ttv-boxart/./Eternal%20Darkness:%20Sanity%27s%20Requiem-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","480","282570","584","769","5","0.625","4450","556.25"
"48","Creative|Creative|https://static-cdn.jtvnw.net/ttv-boxart/Creative-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","173175","372","446","2","0.258064","1743","224.903225"
"49","Super Mario World|Super_Mario_World|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20World-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","428625","941","1265","43","5.548387","5534","714.064516"
"50","Luigi's Mansion|Luigis_Mansion|https://static-cdn.jtvnw.net/ttv-boxart/Luigi%27s%20Mansion-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","450","471780","1048","1252","42","5.6","5055","674"
