"","Game","Stream time","Total watch time","Average viewers","Peak viewers","Followers","Followers per hour","Views","Views per hour"
"28","F-Zero GX|F-Zero_GX|https://static-cdn.jtvnw.net/ttv-boxart/F-Zero%20GX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","900","924945","926","1448","65","4.333333","10156","677.066666"
"29","Bloodborne|Bloodborne|https://static-cdn.jtvnw.net/ttv-boxart/Bloodborne-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","855","430170","492","590","11","0.771929","5616","394.105263"
"30","The Legend of Zelda: Link's Awakening|The_Legend_of_Zelda_Links_Awakening|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Link%27s%20Awakening-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","855","595020","640","926","60","4.210526","7013","492.14035"
"31","Banjo-Kazooie|Banjo-Kazooie|https://static-cdn.jtvnw.net/ttv-boxart/Banjo-Kazooie-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","720","974685","1229","2063","158","13.166666","9523","793.583333"
"32","Resident Evil 4|Resident_Evil_4|https://static-cdn.jtvnw.net/ttv-boxart/Resident%20Evil%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","705","282240","385","958","5","0.425531","4274","363.74468"
"33","Tetris|Tetris|https://static-cdn.jtvnw.net/ttv-boxart/Tetris-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","690","473325","687","826","52","4.521739","9372","814.956521"
"34","Mario Party 3|Mario_Party_3|https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Party%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","630","845070","1327","1681","103","9.809523","13749","1309.428571"
"35","Pikmin 3|Pikmin_3|https://static-cdn.jtvnw.net/ttv-boxart/Pikmin%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","555","660015","1054","1354","94","10.162162","7763","839.243243"
"36","Resident Evil HD Remaster|Resident_Evil_HD_Remaster|https://static-cdn.jtvnw.net/ttv-boxart/Resident%20Evil%20HD%20Remaster-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","510","195090","388","458","-6","-0.705882","2116","248.941176"
"37","The End Is Nigh|The_End_is_Nigh|https://static-cdn.jtvnw.net/ttv-boxart/The%20End%20Is%20Nigh-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","510","224010","439","523","0","0","4168","490.352941"
"38","Pokémon Trading Card Game|Pokemon_Trading_Card_Game|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Trading%20Card%20Game-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","495","624420","1205","1534","68","8.242424","8313","1007.636363"
"39","Castlevania: Symphony of the Night|Castlevania_Symphony_of_the_Night|https://static-cdn.jtvnw.net/ttv-boxart/./Castlevania:%20Symphony%20of%20the%20Night-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","495","1664850","2613","8984","340","41.212121","179217","21723.272727"
"40","Castlevania: Legacy of Darkness|Castlevania_Legacy_of_Darkness|https://static-cdn.jtvnw.net/ttv-boxart/./Castlevania:%20Legacy%20of%20Darkness-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","480","675135","1314","1530","66","8.25","6218","777.25"
"41","Donkey Kong Country: Tropical Freeze|Donkey_Kong_Country_Tropical_Freeze|https://static-cdn.jtvnw.net/ttv-boxart/./Donkey%20Kong%20Country:%20Tropical%20Freeze-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","480","459420","816","2691","237","29.625","9281","1160.125"
"42","Katamari Damacy|Katamari_Damacy|https://static-cdn.jtvnw.net/ttv-boxart/Katamari%20Damacy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","450","230280","463","653","5","0.666666","2820","376"
"43","PictoQuest|PictoQuest|https://static-cdn.jtvnw.net/ttv-boxart/PictoQuest-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","137955","398","578","-4","-0.571428","4417","631"
"44","Super Metroid|Super_Metroid|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Metroid-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","267750","642","1280","51","7.285714","4808","686.857142"
"45","Captain Toad: Treasure Tracker|Captain_Toad_Treasure_Tracker|https://static-cdn.jtvnw.net/ttv-boxart/./Captain%20Toad:%20Treasure%20Tracker-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","405","505665","958","1560","29","4.296296","5314","787.259259"
"46","Portal 2|Portal_2|https://static-cdn.jtvnw.net/ttv-boxart/Portal%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","390","101895","233","461","6","0.923076","2777","427.230769"
"47","Sly Cooper and the Thievius Raccoonus|Sly_Cooper_and_the_Thievius_Raccoonus|https://static-cdn.jtvnw.net/ttv-boxart/Sly%20Cooper%20and%20the%20Thievius%20Raccoonus-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","345","463560","1264","1849","52","9.043478","5655","983.47826"
"48","Pokémon: Let's Go, Pikachu!|Pokemon_Lets_Go_Pikachu_Eevee_|https://static-cdn.jtvnw.net/ttv-boxart/./Pok%C3%A9mon:%20Let%27s%20Go,%20Pikachu%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","345","456795","1144","1629","60","10.434782","5457","949.043478"
"49","Bomberman Hero|Bomberman_Hero|https://static-cdn.jtvnw.net/ttv-boxart/Bomberman%20Hero-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","315","434250","1378","1687","51","9.714285","5102","971.809523"
"50","Pokémon Yellow|Pokemon_Yellow_Special_Pikachu_Edition|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Yellow-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","285","136020","477","535","4","0.842105","2657","559.368421"
