"","Game","Stream time","Total watch time","Average viewers","Peak viewers","Followers","Followers per hour","Views","Views per hour"
"26","Rayman 2: The Great Escape|Rayman_2_The_Great_Escape|https://static-cdn.jtvnw.net/ttv-boxart/./Rayman%202:%20The%20Great%20Escape-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","765","400575","567","718","50","3.921568","13998","1097.882352"
"27","Donkey Kong Country 2: Diddy's Kong Quest|Donkey_Kong_Country_2_Diddys_Kong_Quest|https://static-cdn.jtvnw.net/ttv-boxart/./Donkey%20Kong%20Country%202:%20Diddy%27s%20Kong%20Quest-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","765","284025","375","500","182","14.274509","4949","388.156862"
"28","Cuphead|Cuphead|https://static-cdn.jtvnw.net/ttv-boxart/Cuphead-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","750","607380","556","1454","162","12.96","9310","744.8"
"29","Super Mario 3D World|Super_Mario_3D_World|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%203D%20World-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","750","643710","858","1356","145","11.6","7051","564.08"
"30","Rayman Legends|Rayman_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Rayman%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","705","376140","550","1267","152","12.93617","5932","504.851063"
"31","Mario Party|Mario_Party|https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Party-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","690","559620","951","1283","170","14.782608","6340","551.304347"
"32","Super Mario All-Stars|Super_Mario_All-Stars|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20All-Stars-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","645","438270","657","1113","135","12.558139","6493","604"
"33","Diddy Kong Racing|Diddy_Kong_Racing|https://static-cdn.jtvnw.net/ttv-boxart/Diddy%20Kong%20Racing-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","615","422145","641","1015","68","6.634146","4476","436.682926"
"34","The Legend of Zelda: Majora's Mask|The_Legend_of_Zelda_Majoras_Mask|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Majora%27s%20Mask-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","600","403005","671","1154","22","2.2","4342","434.2"
"35","Super Mario RPG: Legend of the Seven Stars|Super_Mario_RPG_Legend_of_the_Seven_Stars|https://static-cdn.jtvnw.net/ttv-boxart/./Super%20Mario%20RPG:%20Legend%20of%20the%20Seven%20Stars-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","600","317835","481","708","37","3.7","3820","382"
"36","Banjo-Kazooie|Banjo-Kazooie|https://static-cdn.jtvnw.net/ttv-boxart/Banjo-Kazooie-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","585","546330","933","1493","101","10.358974","23592","2419.692307"
"37","Pikmin|Pikmin|https://static-cdn.jtvnw.net/ttv-boxart/Pikmin-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","585","437640","748","1394","57","5.846153","5147","527.897435"
"38","Resident Evil 2|Resident_Evil_2|https://static-cdn.jtvnw.net/ttv-boxart/Resident%20Evil%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","540","213915","336","520","20","2.222222","2684","298.222222"
"39","Metroid Prime|Metroid_Prime|https://static-cdn.jtvnw.net/ttv-boxart/Metroid%20Prime-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","495","237525","479","585","1","0.121212","2744","332.60606"
"40","Crash Bandicoot: Warped|Crash_Bandicoot_Warped|https://static-cdn.jtvnw.net/ttv-boxart/./Crash%20Bandicoot:%20Warped-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","495","168645","479","839","61","7.393939","2258","273.696969"
"41","Super Monkey Ball|Super_Monkey_Ball|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Monkey%20Ball-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","480","473790","958","1351","76","9.5","5719","714.875"
"42","Mario Party 2|Mario_Party_2|https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Party%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","296820","449","905","98","12.645161","3951","509.806451"
"43","Mega Man Anniversary Collection|Mega_Man_Anniversary_Collection|https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20Anniversary%20Collection-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","450","264390","467","695","36","4.8","2944","392.533333"
"44","Resident Evil 3: Nemesis|Resident_Evil_3_Nemesis|https://static-cdn.jtvnw.net/ttv-boxart/./Resident%20Evil%203:%20Nemesis-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","450","200970","295","661","19","2.533333","2314","308.533333"
"45","Quest 64|Quest_64|https://static-cdn.jtvnw.net/ttv-boxart/Quest%2064-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","435","310635","714","938","55","7.586206","3478","479.724137"
"46","Luigi's Mansion|Luigis_Mansion|https://static-cdn.jtvnw.net/ttv-boxart/Luigi%27s%20Mansion-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","281355","669","924","59","8.428571","3669","524.142857"
"47","Sonic the Hedgehog|Sonic_the_Hedgehog|https://static-cdn.jtvnw.net/ttv-boxart/Sonic%20the%20Hedgehog-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","390","340680","610","1602","65","10","4426","680.923076"
"48","Uno|Uno|https://static-cdn.jtvnw.net/ttv-boxart/Uno-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","360","171795","466","666","58","9.666666","3068","511.333333"
"49","Kingdom Hearts HD 1.5 ReMIX|Kingdom_Hearts_HD_1.5_ReMIX|https://static-cdn.jtvnw.net/ttv-boxart/Kingdom%20Hearts%20HD%201.5%20ReMIX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","345","255750","741","1076","22","3.826086","2767","481.217391"
"50","GoldenEye 007|GoldenEye_007|https://static-cdn.jtvnw.net/ttv-boxart/GoldenEye%20007-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","330","253035","766","897","22","4","2612","474.90909"
