"","Game","Stream time","Total watch time","Average viewers","Peak viewers","Followers","Followers per hour","Views","Views per hour"
"27","Super Mario All-Stars|Super_Mario_All-Stars|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20All-Stars-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1155","1695915","1010","2083","146","7.584415","32566","1691.740259"
"28","Pokémon: Let's Go, Pikachu!|Pokemon_Lets_Go_Pikachu_Eevee_|https://static-cdn.jtvnw.net/ttv-boxart/./Pok%C3%A9mon:%20Let%27s%20Go,%20Pikachu%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1140","1019100","882","1547","52","2.736842","23186","1220.315789"
"29","The Legend of Zelda: Ocarina of Time / Master Quest|The_Legend_of_Zelda_Ocarina_of_Time__Master_Quest|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Ocarina%20of%20Time%20/%20Master%20Quest-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1020","1536435","1436","1856","86","5.058823","14116","830.352941"
"30","The Jackbox Party Pack 4|The_Jackbox_Party_Pack_4|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1020","686040","675","1062","-11","-0.647058","11451","673.588235"
"31","Metal Gear Solid|Metal_Gear_Solid|https://static-cdn.jtvnw.net/ttv-boxart/Metal%20Gear%20Solid-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1005","905910","882","1567","14","0.83582","17795","1062.388059"
"32","Professor Layton and the Last Specter|Professor_Layton_and_the_Last_Specter|https://static-cdn.jtvnw.net/ttv-boxart/Professor%20Layton%20and%20the%20Last%20Specter-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","930","597225","637","955","-1","-0.064516","9897","638.516129"
"33","Bingo|Bingo|https://static-cdn.jtvnw.net/ttv-boxart/Bingo-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","930","695340","840","1456","-7","-0.451612","13889","896.064516"
"34","Professor Layton and the Unwound Future|Professor_Layton_and_the_Unwound_Future|https://static-cdn.jtvnw.net/ttv-boxart/Professor%20Layton%20and%20the%20Unwound%20Future-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","900","728595","799","1313","14","0.933333","10130","675.333333"
"35","Castlevania: Symphony of the Night|Castlevania_Symphony_of_the_Night|https://static-cdn.jtvnw.net/ttv-boxart/./Castlevania:%20Symphony%20of%20the%20Night-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","885","1202085","1373","2024","54","3.661016","24665","1672.203389"
"36","Zelda II: The Adventure of Link|Zelda_II_The_Adventure_of_Link|https://static-cdn.jtvnw.net/ttv-boxart/./Zelda%20II:%20The%20Adventure%20of%20Link-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","780","1027995","945","1668","57","4.384615","11750","903.846153"
"37","The Secret of Monkey Island|The_Secret_of_Monkey_Island|https://static-cdn.jtvnw.net/ttv-boxart/The%20Secret%20of%20Monkey%20Island-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","780","664905","834","1148","18","1.384615","17159","1319.923076"
"38","Indiana Jones and the Fate of Atlantis|Indiana_Jones_and_the_Fate_of_Atlantis|https://static-cdn.jtvnw.net/ttv-boxart/Indiana%20Jones%20and%20the%20Fate%20of%20Atlantis-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","720","648240","936","1322","16","1.333333","10055","837.916666"
"39","Crash Bandicoot N. Sane Trilogy|Crash_Bandicoot_N._Sane_Trilogy|https://static-cdn.jtvnw.net/ttv-boxart/Crash%20Bandicoot%20N.%20Sane%20Trilogy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","660","625470","934","1143","41","3.727272","6601","600.090909"
"40","EpicMafia|EpicMafia|https://static-cdn.jtvnw.net/ttv-boxart/EpicMafia-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","630","415155","615","1245","30","2.857142","11336","1079.619047"
"41","Battletoads|Battletoads|https://static-cdn.jtvnw.net/ttv-boxart/Battletoads-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","585","815790","1283","1696","57","5.846153","12304","1261.948717"
"42","Talk Shows & Podcasts|Gaming_Talk_Shows|https://static-cdn.jtvnw.net/ttv-boxart/Talk%20Shows%20&%20Podcasts-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","555","385440","689","1421","14","1.513513","10160","1098.378378"
"43","The Jackbox Party Pack 5|Jackbox_Party_Pack_5|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%205-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","540","486630","857","1439","27","3","11141","1237.888888"
"44","Total War: Warhammer II|Total_War_Warhammer_II|https://static-cdn.jtvnw.net/ttv-boxart/./Total%20War:%20Warhammer%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","525","282480","540","745","114","13.028571","6174","705.6"
"45","The Legend of Zelda: Breath of the Wild|The_Legend_of_Zelda_Breath_Of_The_Wild|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Breath%20of%20the%20Wild-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","525","753510","738","2850","74","8.457142","38281","4374.971428"
"46","Pikmin 2|Pikmin_2|https://static-cdn.jtvnw.net/ttv-boxart/Pikmin%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","525","646620","1231","1401","21","2.4","7349","839.885714"
"47","Just Cause 4|Just_Cause_4|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Cause%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","510","228945","421","561","17","2","4805","565.294117"
"48","Super Mario Odyssey|Super_Mario_Switch_working_title_|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20Odyssey-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","480","454815","923","1512","45","5.625","35180","4397.5"
"49","Sonic the Hedgehog|Sonic_the_Hedgehog|https://static-cdn.jtvnw.net/ttv-boxart/Sonic%20the%20Hedgehog-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","555690","1195","1503","24","3.096774","9222","1189.935483"
"50","Thronebreaker: The Witcher Tales|Thronebreaker_The_Witcher_Tales|https://static-cdn.jtvnw.net/ttv-boxart/./Thronebreaker:%20The%20Witcher%20Tales-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","450","239310","532","796","-5","-0.666666","6430","857.333333"
