"","Game","Stream time","Total watch time","Average viewers","Peak viewers","Followers","Followers per hour","Views","Views per hour"
"11","Pokémon Black/White|Pokemon_Black_White|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Black/White-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","4695","5209890","1042","1691","-31","-0.396166","50828","649.559105"
"12","Super Mario Bros. 35|Super_Mario_Bros._35|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20Bros.%2035-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","4545","5326650","1111","2028","-56","-0.739273","57651","761.069306"
"13","Pokémon FireRed/LeafGreen|Pokemon_FireRed_LeafGreen|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20FireRed/LeafGreen-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","2460","2721480","995","1779","44","1.07317","42967","1047.975609"
"14","Sports|Sports|https://static-cdn.jtvnw.net/ttv-boxart/Sports-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","2430","1248630","526","1102","57","1.407407","32628","805.629629"
"15","Dai Gyakuten Saiban: Naruhodou Ryuunosuke no Bouken|Dai_Gyakuten_Saiban_Naruhodou_Ryuunosuke_no_Bouken|https://static-cdn.jtvnw.net/ttv-boxart/./Dai%20Gyakuten%20Saiban:%20Naruhodou%20Ryuunosuke%20no%20Bouken-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","2205","1494450","670","1170","-41","-1.115646","10653","289.877551"
"16","Tales of Berseria|Tales_of_Berseria|https://static-cdn.jtvnw.net/ttv-boxart/Tales%20of%20Berseria-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1950","1270755","675","1100","-41","-1.261538","16897","519.907692"
"17","Paper Mario: The Origami King|Paper_Mario_The_origami_King|https://static-cdn.jtvnw.net/ttv-boxart/./Paper%20Mario:%20The%20Origami%20King-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1905","2046255","1070","1519","12","0.377952","13820","435.27559"
"18","The Legend of Zelda: Majora's Mask|The_Legend_of_Zelda_Majoras_Mask|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Majora%27s%20Mask-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1845","2147835","1219","2165","39","1.268292","51344","1669.723577"
"19","AI: The Somnium Files|aI_The_Somnium_Files|https://static-cdn.jtvnw.net/ttv-boxart/./AI:%20The%20Somnium%20Files-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1725","1406310","812","1342","-5","-0.173913","38638","1343.930434"
"20","Paper Mario: The Thousand-Year Door|Paper_Mario_The_Thousand-Year_Door|https://static-cdn.jtvnw.net/ttv-boxart/./Paper%20Mario:%20The%20Thousand-Year%20Door-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1710","1656720","911","1574","47","1.649122","20978","736.070175"
"21","Pokémon Stadium|Pokemon_Stadium|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Stadium-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1500","1713525","1082","1828","7","0.28","35807","1432.28"
"22","Mario Party 3|Mario_Party_3|https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Party%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1080","1923075","1470","2508","64","3.555555","24494","1360.777777"
"23","Paper Mario|Paper_Mario|https://static-cdn.jtvnw.net/ttv-boxart/Paper%20Mario-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","975","1134960","1106","1641","3","0.184615","26740","1645.538461"
"24","Pokémon Trading Card Game|Pokemon_Trading_Card_Game|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Trading%20Card%20Game-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","960","1053480","983","1516","12","0.75","21331","1333.1875"
"25","Super Mario RPG: Legend of the Seven Stars|Super_Mario_RPG_Legend_of_the_Seven_Stars|https://static-cdn.jtvnw.net/ttv-boxart/./Super%20Mario%20RPG:%20Legend%20of%20the%20Seven%20Stars-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","915","1271265","1396","2918","33","2.163934","70192","4602.754098"
"26","Pokémon Stadium 2|Pokemon_Stadium_2|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Stadium%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","900","1269825","1269","1688","-4","-0.266666","13874","924.933333"
"27","Yu-Gi-Oh! The Duelists of the Roses|Yu-Gi-Oh_Duelists_of_the_Roses|https://static-cdn.jtvnw.net/ttv-boxart/Yu-Gi-Oh%21%20The%20Duelists%20of%20the%20Roses-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","900","845745","739","1101","-14","-0.933333","10202","680.133333"
"28","Super Mario Maker 2|Super_Mario_Maker_2|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20Maker%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","855","650160","774","1599","115","8.070175","10538","739.508771"
"29","Pokémon Mystery Dungeon: Rescue Team DX|Pokemon_Mystery_Dungeon_Rescue_Team_DX|https://static-cdn.jtvnw.net/ttv-boxart/./Pok%C3%A9mon%20Mystery%20Dungeon:%20Rescue%20Team%20DX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","855","633990","731","967","-8","-0.561403","16249","1140.280701"
"30","Dungeons & Dragons|Dungeons_and_Dragons_|https://static-cdn.jtvnw.net/ttv-boxart/Dungeons%20&%20Dragons-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","840","271815","318","647","-15","-1.071428","5214","372.428571"
"31","Super Mario 3D World|Super_Mario_3D_World|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%203D%20World-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","795","1441620","1805","6170","21","1.584905","127742","9640.90566"
"32","Pokémon Colosseum|Pokemon_Colosseum|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Colosseum-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","765","680460","875","1191","-9","-0.705882","6233","488.862745"
"33","The Curse of Monkey Island|The_Curse_of_Monkey_Island|https://static-cdn.jtvnw.net/ttv-boxart/The%20Curse%20of%20Monkey%20Island-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","735","488460","641","988","-10","-0.816326","4046","330.285714"
"34","The Jackbox Party Pack 6|The_Jackbox_Party_Pack_6|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%206-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","735","597735","809","1134","-2","-0.163265","14304","1167.673469"
"35","Metal Gear Solid 2: Sons of Liberty|Metal_Gear_Solid_2_Sons_of_Liberty|https://static-cdn.jtvnw.net/ttv-boxart/./Metal%20Gear%20Solid%202:%20Sons%20of%20Liberty-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","690","523605","748","944","4","0.347826","5303","461.130434"
"36","Mike Tyson's Punch-Out!!|Mike_Tysons_Punch-Out_|https://static-cdn.jtvnw.net/ttv-boxart/Mike%20Tyson%27s%20Punch-Out%21%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","660","960855","945","2264","22","2","20603","1873"
"37","Professor Layton and the Azran Legacy|Professor_Layton_and_the_Azran_Legacy|https://static-cdn.jtvnw.net/ttv-boxart/Professor%20Layton%20and%20the%20Azran%20Legacy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","600","355125","588","813","-11","-1.1","3088","308.8"
"38","Castlevania III: Dracula's Curse|Castlevania_III_Draculas_Curse|https://static-cdn.jtvnw.net/ttv-boxart/./Castlevania%20III:%20Dracula%27s%20Curse-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","600","717720","1072","1687","8","0.8","13941","1394.1"
"39","Beatitas|Beatitas|https://static-cdn.jtvnw.net/ttv-boxart/Beatitas-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","585","307755","527","728","-17","-1.743589","3832","393.025641"
"40","Resident Evil 4|Resident_Evil_4|https://static-cdn.jtvnw.net/ttv-boxart/Resident%20Evil%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","555","1151340","2033","7561","32","3.459459","164092","17739.675675"
"41","Who Wants To Be A Millionaire|Who_Wants_To_Be_A_Millionaire|https://static-cdn.jtvnw.net/ttv-boxart/Who%20Wants%20To%20Be%20A%20Millionaire-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","555","629355","1117","1514","-10","-1.081081","5186","560.648648"
"42","Pikmin 2|Pikmin_2|https://static-cdn.jtvnw.net/ttv-boxart/Pikmin%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","540","669090","1165","1686","11","1.222222","12456","1384"
"43","Hunter's Arena: Legends|Hunters_arena_Legends|https://static-cdn.jtvnw.net/ttv-boxart/./Hunter%27s%20Arena:%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","540","401640","668","1075","-10","-1.111111","11917","1324.111111"
"44","Castlevania: Harmony of Dissonance|Castlevania_Harmony_of_Dissonance|https://static-cdn.jtvnw.net/ttv-boxart/./Castlevania:%20Harmony%20of%20Dissonance-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","525","370455","705","803","0","0","2453","280.342857"
"45","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","495","415770","770","1139","-12","-1.454545","7698","933.090909"
"46","Kirby Air Ride|Kirby_Air_Ride|https://static-cdn.jtvnw.net/ttv-boxart/Kirby%20Air%20Ride-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","599550","1129","1471","-2","-0.258064","4954","639.225806"
"47","Jak and Daxter: The Precursor Legacy|Jak_and_Daxter_The_Precursor_Legacy|https://static-cdn.jtvnw.net/ttv-boxart/./Jak%20and%20Daxter:%20The%20Precursor%20Legacy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","462075","903","1565","9","1.16129","7773","1002.967741"
"48","Animal Crossing: New Horizons|animal_Crossing|https://static-cdn.jtvnw.net/ttv-boxart/./Animal%20Crossing:%20New%20Horizons-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","479745","1169","1603","9","1.285714","7242","1034.571428"
"49","Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","331260","788","1102","-8","-1.142857","2862","408.857142"
"50","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","281430","676","801","-2","-0.285714","7786","1112.285714"
